as_of_date,category,stock_quantity,days_until_expiry,original_price,candidate_price,discount_pct,recent_7d_velocity,previous_23d_velocity,weekday,observation_count,units_sold_before_expiry
2026-03-26,Grocery,9,20,436.12,436.12,0,0.7705,1.0191,2,23,9
2026-03-27,Grocery,65,14,222.42,133.45,40,1.2995,0.8757,3,3,31.17
2026-03-28,Seafood,31,25,163.74,122.81,25,0.9409,1.1201,4,27,31
2026-03-29,Seafood,73,16,267.63,240.87,10,0.5008,0.8621,5,14,16.39
2026-03-30,Meat,8,27,386.0,231.6,40,0.05,0.8131,6,27,8
2026-03-31,Dairy,7,10,238.62,167.03,30,2.0931,1.6244,0,30,7
2026-04-01,Bakery,33,25,124.69,87.28,30,2.3557,1.2319,1,28,33
2026-04-02,Dairy,29,27,407.58,285.31,30,1.8169,0.9059,2,8,29
2026-04-03,Deli,40,23,162.43,121.82,25,1.6824,1.0725,3,7,40
2026-04-04,Seafood,55,26,461.42,346.06,25,0.5602,0.9944,4,30,31.9
2026-04-05,Dairy,21,8,362.91,290.33,20,1.5568,0.8259,5,11,16.69
2026-04-06,Produce,51,14,239.7,215.73,10,2.0608,1.1816,6,25,37.9
2026-04-07,Deli,65,15,180.46,180.46,0,1.7532,0.6881,0,23,25.58
2026-04-08,Produce,48,23,428.8,278.72,35,3.0348,2.1276,1,9,48
2026-04-09,Grocery,44,9,418.46,292.92,30,0.823,0.9535,2,24,14.93
2026-04-10,Seafood,8,2,72.3,43.38,40,0.4559,1.5185,3,8,3.24
2026-04-11,Grocery,3,15,496.12,322.48,35,1.1578,1.4378,4,8,3
2026-04-12,Seafood,38,30,69.34,48.54,30,1.2365,0.8994,5,23,38
2026-04-13,Dairy,53,2,322.16,257.73,20,1.2927,1.5847,6,5,5.06
2026-04-14,Dairy,31,19,271.74,163.04,40,1.7048,2.1929,0,29,31
2026-04-15,Bakery,57,28,354.66,212.8,40,2.3589,2.0285,1,13,57
2026-04-16,Deli,41,29,90.14,76.62,15,1.0062,0.8591,2,5,35.29
2026-04-17,Meat,4,19,314.9,267.66,15,0.5267,1.2942,3,16,4
2026-04-18,Meat,59,22,433.48,390.13,10,0.941,1.2443,4,6,31.4
2026-04-19,Meat,52,24,191.98,124.79,35,1.0167,1.2665,5,20,52
2026-04-20,Meat,80,20,160.34,160.34,0,1.2592,1.3791,6,12,22.51
2026-04-21,Dairy,80,17,267.02,173.56,35,1.4504,1.6446,0,18,55.86
2026-04-22,Grocery,33,4,262.3,236.07,10,0.4791,0.1857,1,14,1.56
2026-04-23,Deli,52,5,433.89,282.03,35,0.7778,1.6084,2,27,10.17
2026-04-24,Bakery,78,1,57.08,42.81,25,0.2391,2.0609,3,28,2.82
2026-04-25,Grocery,39,17,323.57,210.32,35,0.6851,1.1406,4,7,25.82
2026-04-26,Deli,42,3,62.54,50.03,20,0.7969,1.4065,5,13,5.02
2026-04-27,Grocery,11,19,172.33,112.01,35,0.9149,0.4238,6,16,11
2026-04-28,Bakery,80,15,51.14,43.47,15,1.8952,2.4196,0,25,46.39
2026-04-29,Bakery,66,6,477.68,358.26,25,1.9636,2.0439,1,6,22.44
2026-04-30,Seafood,6,29,184.13,119.68,35,0.6555,0.8865,2,25,6
2026-05-01,Meat,12,21,260.67,182.47,30,1.8168,1.3231,3,27,12
2026-05-02,Bakery,76,29,345.21,310.69,10,2.1195,1.8871,4,4,76
2026-05-03,Seafood,4,28,141.16,84.7,40,0.435,1.358,5,4,4
2026-05-04,Meat,56,26,131.64,105.31,20,1.9823,0.6445,6,11,56
2026-05-05,Seafood,76,3,202.08,202.08,0,1.1444,1.3404,0,5,5.78
2026-05-06,Grocery,39,28,392.43,294.32,25,0.8988,0.8223,1,3,39
2026-05-07,Deli,40,7,292.81,219.61,25,1.1795,0.9322,2,27,9.43
2026-05-08,Seafood,72,7,386.23,308.98,20,1.5198,1.2666,3,3,19.25
2026-05-09,Dairy,47,18,327.07,327.07,0,1.5271,1.4926,4,26,28.11
2026-05-10,Deli,29,4,276.66,221.33,20,0.518,0.3963,5,7,4.68
2026-05-11,Produce,14,9,45.85,36.68,20,2.6773,1.5629,6,26,14
2026-05-12,Bakery,15,19,265.08,172.3,35,1.2206,2.4236,0,16,15
2026-05-13,Produce,33,5,163.55,114.48,30,2.6252,1.7313,1,17,26.26
2026-05-14,Deli,12,8,473.19,402.21,15,0.8751,1.2892,2,7,8.75
2026-05-15,Bakery,60,6,246.38,160.15,35,2.2307,2.1499,3,17,29.43
2026-05-16,Deli,18,28,67.95,50.96,25,0.7432,1.4568,4,4,18
2026-05-17,Dairy,44,27,95.45,76.36,20,2.017,1.4108,5,29,44
2026-05-18,Dairy,54,1,430.94,344.75,20,1.6339,1.6728,6,28,2.86
2026-05-19,Dairy,4,4,54.29,43.43,20,2.1663,2.1137,0,23,4
2026-05-20,Bakery,78,19,147.94,133.15,10,2.4392,1.9953,1,23,59.15
2026-05-21,Grocery,19,26,68.69,48.08,30,1.6002,1.4987,2,16,19
2026-05-22,Seafood,53,24,260.66,169.43,35,1.1238,0.8322,3,9,44.78
2026-05-23,Dairy,38,9,236.86,201.33,15,2.2123,1.6351,4,16,30.84
2026-05-24,Meat,10,16,66.67,43.34,35,1.4219,1.2432,5,28,10
2026-05-25,Meat,72,8,402.55,261.66,35,1.1723,0.795,6,21,13.57
2026-05-26,Meat,52,11,153.46,153.46,0,0.9776,1.0027,0,28,11.07
2026-05-27,Seafood,10,9,409.11,245.47,40,0.3716,0.8153,1,6,10
2026-05-28,Dairy,33,22,151.6,151.6,0,1.4965,1.5964,2,21,25.83
2026-05-29,Seafood,52,26,193.53,164.5,15,1.089,1.2235,3,21,42.15
2026-05-30,Bakery,48,23,475.09,403.83,15,0.8857,1.4783,4,28,41.11
2026-05-31,Grocery,42,18,108.39,108.39,0,1.2148,1.1173,5,3,25.23
2026-06-01,Deli,28,30,408.06,285.64,30,1.7037,1.0336,6,30,28
2026-06-02,Seafood,10,11,35.41,30.1,15,0.993,0.3834,0,14,10
2026-06-03,Produce,53,22,303.36,212.35,30,0.6333,1.8961,1,8,47.72
2026-06-04,Produce,65,14,333.36,283.36,15,1.7609,1.2568,2,14,38.73
2026-06-05,Dairy,78,22,411.87,267.72,35,1.037,1.2598,3,7,55.13
2026-06-06,Dairy,3,24,475.67,309.19,35,2.0332,0.8772,4,13,3
2026-06-07,Seafood,31,20,328.83,295.95,10,0.8178,1.037,5,26,24.69
2026-06-08,Bakery,47,8,491.63,417.89,15,0.7389,0.7527,6,26,10.04
2026-06-09,Deli,4,15,150.98,120.78,20,0.6369,1.0831,0,28,4
2026-06-10,Bakery,3,24,47.87,28.72,40,1.6186,0.3845,1,15,3
2026-06-11,Deli,51,18,73.18,43.91,40,0.8752,1.314,2,27,33.08
2026-06-12,Produce,23,8,239.36,239.36,0,1.8292,2.5049,3,8,16.98
2026-06-13,Grocery,12,6,284.85,256.37,10,0.9589,0.5426,4,18,10.71
2026-06-14,Produce,58,1,472.66,401.76,15,1.4164,1.6002,5,9,3.38
2026-06-15,Grocery,73,23,367.97,275.98,25,1.1036,0.8657,6,6,34.59
2026-06-16,Bakery,76,13,286.09,171.65,40,2.1394,2.22,0,24,57.8
2026-06-17,Produce,64,20,119.85,119.85,0,2.2569,2.2286,1,5,50.05
2026-06-18,Grocery,17,28,171.47,111.46,35,0.2694,1.1156,2,15,17
2026-06-19,Dairy,51,12,200.47,120.28,40,2.249,1.9655,3,11,51
2026-06-20,Dairy,37,27,293.02,249.07,15,1.5109,0.8323,4,20,37
2026-06-21,Grocery,78,25,133.07,133.07,0,1.1648,1.2993,5,16,29.54
2026-06-22,Meat,63,22,297.04,237.63,20,0.9456,1.1199,6,19,36.9
2026-06-23,Meat,69,29,405.21,344.43,15,0.7504,1.5041,0,8,39.04
2026-06-24,Dairy,27,7,84.94,55.21,35,2.2014,1.8225,1,7,27
2026-06-25,Seafood,36,20,176.88,159.19,10,1.4593,1.194,2,20,36
2026-06-26,Deli,38,28,271.85,271.85,0,1.3336,0.7103,3,16,29.22
2026-06-27,Dairy,75,5,304.27,273.84,10,1.4226,2.0156,4,6,10.77
2026-06-28,Seafood,71,10,443.06,287.99,35,0.8592,1.2922,5,8,18.57
2026-06-29,Deli,21,13,318.67,207.14,35,0.9921,1.9334,6,13,21
2026-06-30,Produce,9,8,379.23,284.42,25,2.1129,1.9269,0,11,9
2026-07-01,Seafood,15,16,486.94,389.55,20,0.656,1.3851,1,17,15
2026-07-02,Seafood,44,27,152.97,99.43,35,0.7923,0.8284,2,16,33.38
2026-07-03,Produce,69,16,436.91,436.91,0,2.5545,1.6486,3,12,36.63
2026-07-04,Produce,54,17,89.43,89.43,0,2.6584,3.0862,4,4,54
2026-07-05,Grocery,49,2,359.7,269.77,25,1.1149,0.7731,5,15,4.5
2026-07-06,Produce,18,30,348.56,278.85,20,1.346,2.5787,6,21,18
2026-07-07,Meat,47,12,102.67,77.0,25,1.7992,1.0967,0,12,24.24
2026-07-08,Bakery,9,13,102.38,81.9,20,2.367,1.1903,1,16,9
2026-07-09,Meat,4,1,250.2,212.67,15,0.8261,0.8311,2,3,0.49
2026-07-10,Dairy,80,9,407.42,305.56,25,1.3085,0.8119,3,30,17.62
2026-07-11,Deli,35,15,128.65,96.49,25,2.0813,0.9035,4,15,35
2026-07-12,Meat,3,4,267.97,187.58,30,0.6213,0.9332,5,18,3
2026-07-13,Bakery,38,11,329.28,246.96,25,2.7367,1.7404,6,23,38
2026-07-14,Deli,22,7,270.71,216.57,20,1.8139,0.8161,0,24,16.16
2026-07-15,Deli,20,22,367.61,220.57,40,0.6619,1.479,1,16,20
2026-07-16,Grocery,7,13,301.94,241.55,20,0.6943,1.3953,2,18,7
2026-07-17,Produce,67,12,167.59,142.45,15,1.0805,2.6617,3,8,23.37
2026-07-18,Deli,63,4,85.77,64.33,25,1.1165,0.7449,4,13,10.98
2026-07-19,Produce,31,3,193.76,145.32,25,1.1148,0.9006,5,14,8.46
2026-07-20,Deli,40,19,245.29,220.76,10,0.3717,1.333,6,5,10.97
2026-07-21,Grocery,27,29,262.73,170.77,35,0.5783,0.6957,0,30,27
2026-07-22,Seafood,20,5,496.37,347.46,30,0.5559,1.0893,1,13,7.43
2026-07-23,Seafood,26,23,395.0,237.0,40,0.7071,0.5064,2,13,26
2026-07-24,Produce,3,2,239.73,191.78,20,2.0299,1.6363,3,27,3
2026-07-25,Seafood,19,3,316.88,205.97,35,0.5362,0.325,4,15,4.51
2026-07-26,Bakery,71,2,119.72,83.8,30,3.0643,1.4484,5,3,12.24
2026-07-27,Produce,34,1,132.48,92.74,30,1.1394,1.8938,6,19,3.25
2026-07-28,Meat,24,10,56.01,56.01,0,1.0048,1.3611,0,13,9.83
2026-07-29,Grocery,20,29,187.8,112.68,40,0.5331,0.8771,1,28,20
2026-07-30,Grocery,32,1,131.55,111.82,15,1.0178,1.0613,2,25,1.04
2026-07-31,Produce,7,26,203.22,152.41,25,1.9896,2.1116,3,22,7
2026-08-01,Bakery,16,22,335.44,335.44,0,2.0983,1.88,4,11,16
2026-08-02,Grocery,22,23,122.61,122.61,0,1.0616,0.8606,5,24,22
2026-08-03,Meat,80,9,357.85,232.6,35,1.188,0.9642,6,6,18.76
2026-08-04,Seafood,66,4,119.36,95.49,20,0.7454,0.9891,0,9,2.33
2026-08-05,Deli,55,23,165.29,165.29,0,0.3194,0.9645,1,10,10.69
2026-08-06,Bakery,14,1,455.77,273.46,40,1.1325,1.9389,2,19,3.55
2026-08-07,Bakery,15,24,454.77,363.82,20,0.1302,2.1988,3,29,15
2026-08-08,Dairy,8,28,429.82,300.87,30,1.6676,1.6241,4,26,8
2026-08-09,Bakery,8,4,29.59,25.15,15,1.6005,1.5175,5,22,8
2026-08-10,Deli,14,29,202.0,141.4,30,1.5517,1.3492,6,17,14
2026-08-11,Deli,52,27,352.7,211.62,40,1.3874,0.7046,0,25,52
2026-08-12,Produce,23,2,74.26,44.56,40,1.6719,2.2915,1,8,6.78
2026-08-13,Meat,48,13,315.4,268.09,15,0.657,1.1405,2,5,15.86
2026-08-14,Deli,43,21,30.87,24.7,20,0.9062,1.7308,3,13,36.08
2026-08-15,Meat,15,17,230.6,184.48,20,0.5353,1.1552,4,29,15
2026-08-16,Meat,9,29,30.53,25.95,15,0.9305,0.7288,5,18,9
2026-08-17,Seafood,12,6,381.93,267.35,30,0.9477,1.6143,6,23,12
2026-08-18,Grocery,33,13,62.44,37.46,40,1.0773,1.1035,0,30,21.58
2026-08-19,Grocery,43,15,81.39,48.83,40,0.998,0.9432,1,20,27.07
2026-08-20,Bakery,14,27,401.1,300.83,25,1.897,2.3352,2,23,14
2026-08-21,Produce,46,15,197.59,197.59,0,2.5485,0.9426,3,22,28.89
2026-08-22,Grocery,49,23,365.06,328.55,10,1.5202,1.3601,4,3,49
2026-08-23,Deli,40,12,285.15,199.6,30,1.1619,1.0947,5,25,29.38
2026-08-24,Produce,55,24,75.81,60.65,20,2.3304,2.5295,6,15,55
2026-08-25,Dairy,27,15,365.47,328.92,10,1.5073,1.3613,0,6,23.49
2026-08-26,Seafood,60,29,242.26,205.92,15,0.5506,0.9245,1,26,26.07
2026-08-27,Bakery,58,18,423.44,254.06,40,2.7764,1.3694,2,8,58
2026-08-28,Produce,19,27,74.19,51.93,30,1.4255,1.4089,3,22,19
2026-01-01,Produce,34,25,154.96,108.47,30,2.7556,1.8785,4,25,34
2026-01-02,Produce,41,17,425.46,297.82,30,2.5369,1.6667,5,23,41
2026-01-03,Dairy,29,7,321.48,241.11,25,1.041,0.565,6,8,13.06
2026-01-04,Meat,44,18,362.42,253.69,30,1.5487,0.6966,0,24,36.26
2026-01-05,Produce,71,14,160.82,104.53,35,2.305,1.3187,1,24,67.64
2026-01-06,Bakery,37,7,381.34,324.14,15,1.8558,2.6146,2,7,21.46
2026-01-07,Seafood,40,2,121.9,121.9,0,0.6818,1.1299,3,20,0.83
2026-01-08,Seafood,74,8,209.72,157.29,25,0.585,0.8706,4,15,9.44
2026-01-09,Grocery,43,14,483.77,483.77,0,1.2654,1.0186,5,30,16.2
2026-01-10,Grocery,31,27,457.96,320.57,30,0.5809,1.0121,6,22,27.57
2026-01-11,Dairy,27,25,164.73,140.02,15,1.7054,1.4816,0,6,27
2026-01-12,Grocery,57,2,157.58,118.19,25,0.8667,1.2719,1,11,3.96
2026-01-13,Bakery,62,11,362.1,307.79,15,3.2022,2.1081,2,23,42.71
2026-01-14,Meat,41,27,258.01,180.61,30,0.7205,1.5642,3,19,41
2026-01-15,Dairy,69,6,57.38,48.77,15,0.9373,1.7815,4,9,12.86
2026-01-16,Produce,45,11,196.38,157.1,20,2.2703,2.7925,5,18,45
2026-01-17,Meat,4,27,79.49,55.64,30,0.3137,1.3394,6,4,4
2026-01-18,Produce,44,29,206.15,185.53,10,1.361,1.4362,0,12,44
2026-01-19,Bakery,69,30,415.5,290.85,30,1.0519,1.7422,1,23,69
2026-01-20,Dairy,68,11,64.11,57.7,10,1.5365,2.0585,2,20,29.92
2026-01-21,Meat,11,1,125.12,100.1,20,1.3674,0.8398,3,25,2.56
2026-01-22,Produce,58,25,332.12,298.91,10,2.5283,1.9932,4,17,58
2026-01-23,Produce,7,11,66.57,66.57,0,2.2331,2.4111,5,11,7
2026-01-24,Grocery,60,13,324.35,210.83,35,1.2783,0.8792,6,6,29.43
2026-01-25,Meat,11,1,384.08,384.08,0,1.0546,0.9779,0,28,1.21
2026-01-26,Produce,80,10,66.09,39.65,40,1.8551,1.1805,1,3,45.78
2026-01-27,Grocery,71,6,129.44,84.14,35,1.1973,0.4412,2,12,9.76
2026-01-28,Produce,50,29,479.76,479.76,0,2.9532,1.2792,3,6,50
2026-01-29,Bakery,76,1,308.41,277.57,10,1.4474,2.6445,4,16,3.43
2026-01-30,Produce,68,28,92.67,78.77,15,1.634,2.2078,5,9,68
2026-01-31,Bakery,75,6,429.82,257.89,40,1.6491,1.634,6,9,22.34
2026-02-01,Produce,65,19,476.98,333.89,30,1.5313,2.6067,0,6,65
2026-02-02,Deli,11,20,452.56,316.79,30,0.8268,1.2285,1,7,11
2026-02-03,Meat,49,19,408.66,265.63,35,0.6013,1.24,2,28,29.98
2026-02-04,Dairy,58,23,156.42,109.49,30,2.067,2.0464,3,14,58
2026-02-05,Seafood,65,10,287.04,243.98,15,0.6562,0.8319,4,11,10.55
2026-02-06,Seafood,20,27,448.37,358.7,20,0.8454,1.4611,5,3,20
2026-02-07,Seafood,6,17,411.01,267.16,35,0.9576,0.9225,6,4,6
2026-02-08,Meat,72,9,449.64,269.78,40,0.976,0.9459,0,21,12.4
2026-02-09,Produce,40,28,88.59,79.73,10,2.9223,1.4352,1,24,40
2026-02-10,Dairy,24,28,384.67,326.97,15,1.1888,1.5937,2,7,24
2026-02-11,Produce,64,24,471.11,471.11,0,1.6746,2.1351,3,5,47.39
2026-02-12,Deli,32,12,45.33,36.26,20,0.461,1.1285,4,4,10.29
2026-02-13,Bakery,44,21,74.03,55.52,25,2.7109,2.0146,5,20,44
2026-02-14,Meat,51,6,335.5,234.85,30,0.3987,0.7307,6,10,6.0
2026-02-15,Meat,48,13,413.19,289.23,30,1.2377,0.7227,0,22,23.14
2026-02-16,Bakery,20,17,233.95,187.16,20,2.6007,2.1611,1,14,20
2026-02-17,Meat,18,23,339.03,220.37,35,1.3405,1.2975,2,18,18
2026-02-18,Produce,64,16,125.08,106.32,15,1.5668,1.507,3,21,38.64
2026-02-19,Dairy,68,5,43.62,37.08,15,1.7744,1.8266,4,8,15.48
2026-02-20,Meat,79,13,485.39,485.39,0,1.5489,0.7319,5,9,22.3
2026-02-21,Grocery,63,20,436.97,371.42,15,0.2348,1.059,6,7,14.34
2026-02-22,Seafood,26,19,321.03,240.77,25,1.1368,1.2571,0,5,26
2026-02-23,Dairy,52,13,87.8,87.8,0,1.1684,1.763,1,19,21.69
2026-02-24,Produce,22,14,312.62,265.73,15,1.0443,2.1252,2,19,22
2026-02-25,Seafood,14,4,254.06,215.95,15,1.0339,1.1744,3,3,4.94
2026-02-26,Seafood,58,22,272.97,191.08,30,1.2441,0.6044,4,18,39.11
2026-02-27,Seafood,51,25,191.5,172.35,10,1.2211,0.7153,5,27,39.98
2026-02-28,Dairy,13,30,159.55,103.71,35,1.4973,1.5471,6,19,13
2026-03-01,Bakery,3,17,203.14,162.51,20,1.7248,1.6207,0,14,3
2026-03-02,Bakery,57,5,334.5,250.88,25,1.7446,2.4676,1,24,15.06
2026-03-03,Grocery,29,25,221.28,132.77,40,0.8097,1.1663,2,18,29
2026-03-04,Deli,76,10,188.57,122.57,35,1.1264,0.4953,3,17,16.35
2026-03-05,Seafood,23,23,72.63,47.21,35,0.4598,1.009,4,22,23
2026-03-06,Produce,9,22,101.35,101.35,0,2.4366,0.9475,5,5,9
2026-03-07,Bakery,31,9,201.15,201.15,0,1.9511,1.6009,6,15,11.55
2026-03-08,Meat,69,21,161.07,161.07,0,1.7722,0.8955,0,9,27.45
2026-03-09,Seafood,69,22,160.85,160.85,0,0.6387,0.9683,1,25,13.5
2026-03-10,Dairy,24,20,345.16,241.61,30,1.5008,1.5108,2,27,24
2026-03-11,Grocery,53,12,217.59,174.07,20,1.9918,0.5128,3,5,26.74
2026-03-12,Bakery,39,18,369.92,258.94,30,1.1341,2.6124,4,17,39
2026-03-13,Grocery,3,19,149.03,96.87,35,1.889,0.6166,5,19,3
2026-03-14,Deli,17,11,406.4,304.8,25,1.7478,0.737,6,15,17
2026-03-15,Meat,34,16,384.8,230.88,40,0.8313,0.8071,0,30,19.03
2026-03-16,Bakery,17,16,147.46,95.85,35,0.4502,0.5098,1,13,15.65
2026-03-17,Grocery,69,12,279.43,209.57,25,0.7732,1.0015,2,24,16.53
2026-03-18,Produce,46,27,61.11,51.94,15,1.3532,2.0823,3,26,46
2026-03-19,Produce,27,30,262.02,209.62,20,1.6584,2.0424,4,11,27
2026-03-20,Dairy,28,8,421.6,295.12,30,1.6389,1.6775,5,24,28
2026-03-21,Grocery,3,20,388.02,388.02,0,0.7475,1.1669,6,13,3
2026-03-22,Grocery,76,29,437.67,262.6,40,1.2436,1.4653,0,27,61.02
2026-03-23,Meat,9,5,274.72,178.57,35,1.0729,0.6921,1,19,9
2026-03-24,Deli,25,13,242.17,217.95,10,1.051,0.8213,2,9,16.16
2026-03-25,Grocery,15,19,179.58,134.69,25,0.9499,1.0901,3,11,15
2026-03-26,Grocery,46,20,198.81,119.29,40,0.6761,1.1438,4,15,34.94
2026-03-27,Deli,26,15,296.42,237.14,20,0.7997,1.4257,5,28,21.79
2026-03-28,Dairy,58,18,431.75,345.4,20,2.3082,2.4029,6,8,58
2026-03-29,Grocery,20,16,497.89,348.52,30,1.5115,1.0558,0,20,20
2026-03-30,Seafood,9,19,214.24,182.1,15,1.437,1.0824,1,17,9
2026-03-31,Produce,36,11,196.46,147.34,25,2.145,1.6553,2,14,36
2026-04-01,Seafood,80,22,119.51,101.58,15,1.1556,0.8714,3,27,30.85
2026-04-02,Produce,13,15,206.01,154.51,25,2.7452,0.5359,4,30,13
2026-04-03,Dairy,46,21,225.36,146.48,35,1.6176,1.3592,5,13,46
2026-04-04,Produce,37,10,312.56,203.16,35,2.4288,1.9133,6,30,37
2026-04-05,Deli,78,24,272.44,163.46,40,0.9704,1.3181,0,24,55.19
2026-04-06,Deli,13,24,125.02,81.26,35,1.298,1.3043,1,18,13
2026-04-07,Meat,6,2,391.19,352.07,10,1.5243,1.3782,2,15,5.83
2026-04-08,Deli,34,8,375.36,225.22,40,1.6916,1.0662,3,29,24.19
2026-04-09,Dairy,7,1,340.19,238.13,30,1.8875,1.1196,4,20,5.35
2026-04-10,Grocery,72,5,109.09,65.45,40,0.4069,0.7101,5,21,3.99
2026-04-11,Grocery,71,17,172.09,120.46,30,0.7504,1.0248,6,16,25.27
2026-04-12,Deli,41,5,30.01,25.51,15,1.3922,0.9746,0,3,9.72
2026-04-13,Produce,65,30,474.8,284.88,40,1.6342,2.9732,1,28,65
2026-04-14,Bakery,50,18,114.57,74.47,35,0.9889,1.5455,2,26,46.48
2026-04-15,Produce,51,13,129.78,116.8,10,1.5426,2.2084,3,28,31.4
2026-04-16,Produce,37,22,160.22,120.16,25,0.4704,0.9958,4,8,33.15
2026-04-17,Dairy,17,10,327.52,196.51,40,1.3984,2.1223,5,4,17
2026-04-18,Meat,26,1,486.86,365.14,25,1.1705,1.0371,6,26,3.02
2026-04-19,Bakery,14,8,96.57,57.94,40,1.9347,2.3519,0,14,14
2026-04-20,Grocery,7,23,181.87,154.59,15,0.5992,1.4869,1,5,7
2026-04-21,Meat,26,16,116.29,87.22,25,1.3964,0.535,2,10,26
2026-04-22,Grocery,59,25,142.4,142.4,0,1.415,1.1535,3,6,38.48
2026-04-23,Meat,29,22,249.59,187.19,25,1.3083,1.0243,4,20,29
2026-04-24,Meat,35,4,253.58,190.19,25,0.4697,1.3184,5,30,7.8
2026-04-25,Produce,17,7,137.08,89.1,35,1.8088,2.3241,6,28,17
2026-04-26,Dairy,8,1,301.01,180.61,40,1.7615,1.4014,0,27,2.82
2026-04-27,Bakery,23,8,262.46,183.72,30,3.7464,1.0258,1,23,23
2026-04-28,Dairy,71,23,400.95,340.81,15,1.3696,1.1084,2,20,43.48
2026-04-29,Seafood,47,21,407.62,244.57,40,0.8931,0.8442,3,11,33.08
2026-04-30,Bakery,59,16,290.54,174.32,40,2.5027,1.9282,4,14,59
2026-05-01,Deli,62,24,155.78,132.41,15,1.4213,1.2876,5,14,52.77
2026-05-02,Grocery,67,1,205.05,174.29,15,1.2625,1.3093,6,14,1.03
2026-05-03,Seafood,33,20,177.33,159.6,10,0.6864,0.6183,0,18,13.35
2026-05-04,Seafood,22,18,316.19,221.33,30,1.1493,0.6992,1,6,22
2026-05-05,Meat,11,22,45.79,38.92,15,1.1421,1.175,2,4,11
2026-05-06,Meat,52,21,337.51,253.13,25,1.2565,1.3221,3,25,44.28
2026-05-07,Bakery,29,1,336.48,302.83,10,0.9188,1.9536,4,16,1.07
2026-05-08,Seafood,10,12,416.23,312.17,25,1.2984,0.4677,5,29,10
2026-05-09,Deli,30,3,481.28,433.15,10,1.4449,1.355,6,24,4.78
2026-05-10,Dairy,25,19,290.25,188.66,35,1.7269,1.4812,0,21,25
2026-05-11,Deli,61,22,358.71,233.16,35,1.388,1.054,1,13,57.15
2026-05-12,Produce,71,6,499.26,299.56,40,2.6426,3.1833,2,20,38.47
2026-05-13,Deli,50,28,220.86,143.56,35,1.371,0.9175,3,15,50
2026-05-14,Seafood,35,18,196.0,117.6,40,1.295,0.643,4,26,35
2026-05-15,Bakery,79,10,32.74,27.83,15,2.3336,1.7811,5,30,37.09
2026-05-16,Deli,38,1,461.58,392.34,15,1.4828,1.5317,6,7,2.6
2026-05-17,Dairy,49,9,447.57,358.06,20,1.6022,2.3168,0,9,26.15
2026-05-18,Produce,44,3,401.63,341.39,15,2.3861,0.7186,1,25,9.21
2026-05-19,Meat,15,27,307.73,230.8,25,1.7806,1.2396,2,27,15
2026-05-20,Deli,58,12,222.85,200.56,10,1.6952,1.3765,3,23,23.05
2026-05-21,Seafood,4,20,326.1,211.97,35,1.262,1.0098,4,13,4
2026-05-22,Meat,31,23,97.77,63.55,35,1.5503,1.6426,5,21,31
2026-05-23,Meat,31,3,230.17,149.61,35,1.3084,1.3395,6,20,4.96
2026-05-24,Grocery,13,9,214.3,139.3,35,1.0875,1.0236,0,7,13
2026-05-25,Grocery,28,18,256.73,205.38,20,0.05,0.6157,1,11,4.46
2026-05-26,Seafood,44,14,350.25,315.23,10,0.8644,1.1121,2,14,17.83
2026-05-27,Deli,44,7,188.65,188.65,0,1.2315,0.9824,3,28,6.43
2026-05-28,Grocery,21,20,234.22,187.38,20,1.5264,1.0902,4,27,21
2026-05-29,Produce,13,28,78.38,78.38,0,2.0426,2.835,5,12,13
2026-05-30,Bakery,17,11,169.93,101.96,40,2.7531,2.166,6,20,17
2026-05-31,Dairy,72,7,273.55,205.16,25,0.8008,1.3103,0,24,13.39
2026-06-01,Bakery,77,13,455.37,455.37,0,1.7531,1.7935,1,9,23.86
2026-06-02,Seafood,37,23,50.22,50.22,0,1.323,1.0612,2,14,25.36
2026-06-03,Seafood,5,4,163.94,106.56,35,0.3055,0.9312,3,25,4.62
2026-06-04,Bakery,43,29,255.21,229.69,10,2.0888,2.3863,4,3,43
2026-06-05,Bakery,70,8,169.84,101.9,40,2.1755,1.5526,5,14,44.76
2026-06-06,Produce,48,12,321.98,257.58,20,3.9402,1.9581,6,11,48
2026-06-07,Grocery,6,29,473.46,355.09,25,1.1236,1.0419,0,15,6
2026-06-08,Produce,14,5,371.7,297.36,20,1.2073,2.3885,1,22,11.82
2026-06-09,Deli,72,15,87.59,74.45,15,1.362,0.7228,2,9,22.9
2026-06-10,Seafood,42,5,352.05,299.24,15,0.2758,1.1515,3,21,3.77
2026-06-11,Dairy,11,11,289.74,260.77,10,0.7389,1.8462,4,7,11
2026-06-12,Produce,43,1,443.06,287.99,35,2.5776,1.8768,5,23,6.21
2026-06-13,Produce,22,9,395.08,355.57,10,0.7006,2.0937,6,22,13.79
2026-06-14,Meat,80,9,294.35,235.48,20,0.8706,0.9639,0,27,11.87
2026-06-15,Grocery,67,5,426.92,256.15,40,1.0232,0.9314,1,30,7.79
2026-06-16,Grocery,63,16,90.32,72.26,20,1.0533,1.3041,2,16,32.14
2026-06-17,Dairy,28,24,384.94,346.45,10,1.2671,1.9952,3,17,28
2026-06-18,Seafood,65,20,351.73,211.04,40,1.1531,0.7149,4,29,48.25
2026-06-19,Grocery,43,24,212.22,212.22,0,0.5275,0.6739,5,29,15.38
2026-06-20,Bakery,34,29,271.38,176.4,35,1.9774,1.7845,6,4,34
